externalId,name,quantity,category,roomId,boxId,barcode,notes,tags,currencyCode,purchasePrice,purchaseDate,warrantyExpiryDate,warrantyProvider,warrantyType,warrantyValue,warrantyRecurringInterval,createdAt,updatedAt
IE659 129613,"CATH,IV,17GA NEEDLE,BLUNT CANNULA,STER",,,ED3,P01R05B01,IE659 129613,Notes,Monoject; Ref 8881540111,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 214,"TAPE,MEDICAL,PLSTC,1IN X 10YD,TRANSPORE,HYPOALLERGENIC,CLR",,,EMPLY,P01R02B03,IE783 214,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 571,"BANDAGE,GAUZE,4.5IN X 4.1YD,STER,6-PLY,ROLLED,WHT,CONFORMING",,,EMPLY,P01R04B02,IE783 571,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1520,"BANDAGE,GAUZE,2 X 75IN,STER,1-PLY,STRETCHABLE,ROLL,WHT,DISP",,,EMPLY,P01R04B05,IE783 1520,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1601,"BANDAGE,TUBULAR,NYLON,SZ 3,25YD,MED HAND/ARM/LEG/FT,NET MESH",,,EMPLY,P01R04B08,IE783 1601,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1606,"SPONGE,GAUZE,2 X 2IN,100% COTTON,NON-STER,8-PLY,GEN USE",,,EMPLY,P01R01B03,IE783 1606,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1607,"SPONGE,GAUZE,4 X 4IN,NON-STER,8-PLY,BULK PACKAGING,ABSORB",,,EMPLY,P01R06B03,IE783 1607,Notes,Logs,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1776,"PACK,THERAPY,COLD,RECT,6.5 X 13IN,W/CVR,INSUL,REUSABLE",,,EMPLY,P01R06B06,IE783 1776,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1905,"PAD,EYE,GAUZE,OVAL,2 1/8 X 2 5/8IN,STER",,,EMPLY,P01R03B07,IE783 1905,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1952,"SYSTEM,SWAB COLLECTION,TUBE,LIQ STUARTS MED,2 SWAB,PLSTC",,,EMPLY,P01R05B01,IE783 1952,Notes,Bacterial Swab (MRSA \ Etc); BBL CultureSwab,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1955,"SCALPEL,SURG,SZ #11,BARD PARKER,SS BLADE,PLSTC HANDLE,DISP",,,EMPLY,P01R03B01,IE783 1955,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1956,"SCALPEL,SURG,SZ #15,BARD PARKER,SS BLADE,PLSTC HANDLE,DISP",,,EMPLY,P01R03B02,IE783 1956,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1966,"GARTER,EYE",,,EMPLY,P01R03B06,IE783 1966,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1975,"STRIP,SKIN CLOSURE,1/4 X 4IN,REINFORCED FABRIC,MEDI-STRIP",,,EMPLY,P01R03B04,IE783 1975,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 1984,"DRESSING,GEN USE,TELFA,3 X 8IN,STER,NON-ADH,NON-ADHERENT",,,EMPLY,P01R04B03,IE783 1984,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 2016,"STETHOSCOPE,MANUAL,DUAL HEAD,L 22IN,BELL CHEST PIECE,BLK",,,EMPLY,P01R01B01,IE783 2016,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 2032,"STRIP,SKIN CLOSURE,1/2 X 4IN,REINFORCED FABRIC,MEDI-STRIP",,,EMPLY,P01R03B05,IE783 2032,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 2343,"SPECULA,OTOSCOPE,4.25MM,PLSTC,DISP,BLK,NO ADAPTER REQUIRED",,,EMPLY,P01R01B08,IE783 2343,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 3769,"BANDAGE,COHESIVE,2IN X 5YD,SELF-ADHERENT,NON-STER,LTX,TAN",,,EMPLY,P01R04B06,IE783 3769,Notes,Coban,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 6353,"APPLICATOR,TIPPED,COTTON,L 6IN,REG TIP,STER,WOOD SHAFT,DISP",,,EMPLY,P01R07B05,IE783 6353,Notes,Q-Tip; Qtip,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 6357,"TISSUE,FACIAL,2-PLY,8 X 8IN,100 SHT,POP-UP DISPENSER,WHT",,,EMPLY,P02R04B01,IE783 6357,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 6555,"BAG,TRANSPORT,SPECIMEN,6 X 9IN,POLYETHYLENE,BIOHAZARD LOGO",,,EMPLY,P01R08B01,IE783 6555,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9295,"PAD,ALCOHOL,MED,30MM X 65MM,70% ISOPROPYL",,,EMPLY,P01R07B01,IE783 9295,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9296,"BANDAGE,ADH,PLSTC,1 X 3IN,STER,LTX-FREE,NON-STICK PAD,STRIP",,,EMPLY,P01R02B02,IE783 9296,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9300,"DEPRESSOR,TONGUE,WOOD,6IN,STER,SENIOR",,,EMPLY,P01R07B04,IE783 9300,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9301,"SPONGE,GAUZE,4 X 4IN,100% COTTON,STER,12-PLY,2 PER PACK,DISP",,,EMPLY,P01R06B04,IE783 9301,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9311,"BASIN,EMESIS,PLSTC,KIDNEY SHAPED,500ML,MAUVE,DISP",,,EMPLY,P01R05B06,IE783 9311,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9312,"COTTON BALL,UNCOVERED,DIA 2IN,NON-STER,DISP",,,EMPLY,P01R02B01,IE783 9312,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9313,"CUP,DISP,STYROFOAM,6OZ,WHT,NO LID",,,EMPLY,P01R09B01,IE783 9313,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9427,"SYRINGE,W/O NEEDLE,CAPACITY 3ML,LL TIP,DISP,STER,LTX-FREE",,,EMPLY,P01R09B02,IE783 9427,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9627,"KIT,SUTURE REMOVAL,LITTAUER SCISSOR,METAL FORCEPS,STER,DISP",,,EMPLY,P01R02B06,IE783 9627,Notes,Suture Removal Tray Ref 06-6000,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9744,"PAPER,EXAM,TABLE,18IN X 150FT,WHT,CREPED SURFACE,UNTREATED",,,EMPLY,P02R04B02,IE783 9744,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 9922,"MASK,FACE,SURG,W/O SHIELD,CONE W/NOSE BRIDGE,3M FIL,LTX-FREE",,,EMPLY,P02R03B03,IE783 9922,Notes,Level ? Surgical Mask (Molded),USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 10931,"TAPE,MEDICAL,PAPER,1IN X 10YD,MICROPORE,HYPOALLERGENIC,WHT",,,EMPLY,P01R02B05,IE783 10931,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 10932,"TAPE,MEDICAL,PAPER,2IN X 10YD,MICROPORE,HYPOALLERGENIC,WHT",,,EMPLY,P01R02B04,IE783 10932,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 12730,"BANDAGE,COHESIVE,1IN X 5YD,SELF-ADHERENT,NON-STER,LTX,TAN",,,EMPLY,P01R04B07,IE783 12730,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 14465,"MASK,FACE,SURG,W/O SHIELD,DUCKBILL,W/TIES,FLUID RESISTANT",,,EMPLY,P02R03B02,IE783 14465,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 18141,"DRESSING,GEN USE,ISLAND,4 X 4IN,STER,LTX-FREE,ADH",,,EMPLY,P01R01B04,IE783 18141,Notes,DeRoyal Covaderm Ref 46-001 OR Tefla Ref 7540,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 18174,"BANDAGE,COHESIVE,4IN X 5YD,SELF-ADHERENT,STER,LTX,TAN,COBAN",,,EMPLY,P01R06B05,IE783 18174,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 19550,"BANDAGE,ELASTIC,3IN X 5YD,LTX-FREE,POLYESTER/COTTON,MATRIX",,,EMPLY,P01R04B01,IE783 19550,Notes,Ace Bandage,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 19551,"BANDAGE,ELASTIC,4IN X 5YD,LTX-FREE,POLYESTER/COTTON,BEIGE",,,EMPLY,P01R04B04,IE783 19551,Notes,Ace Bandage,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 19552,"BANDAGE,ELASTIC,6IN X 5YD,LTX-FREE,POLYESTER/COTTON,MATRIX",,,EMPLY,P01R07B03,IE783 19552,Notes,Ace Bandage,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 19676,"CATH,IV,18GA NEEDLE,L 1 1/4IN,RADIOPAQUE,SAFETY GUARD,WINGED",,,EMPLY,P01R01B06,IE783 19676,Notes,Long Grn Bar; Long Green Bar,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 19973,"ADAPTER,IV NEEDLE-FREE,ACCESS PIN,PRIMING VOL 0.05ML",,,EMPLY,P01R02B08,IE783 19973,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 20629,"CUP,URINE,NONSTERILE,BLUE TOP",,,EMPLY,P01R05B05,IE783 20629,Notes,Blue Top Pee Bottle; Specimen Cup,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 20943,"GOWN,ISOLATION,DISPOSABLE,FULL COVERAGE",,,EMPLY,P02R05B01,IE783 20943,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 22140,"NEEDLE,HYPO,25GA X 5/8IN,REG BEVEL,SAFETY-GLIDE,STER,SQ,TW",,,EMPLY,P01R06B01,IE783 22140,Notes,Short Org Bar; Short Orange Bar,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 22141,"NEEDLE,HYPO,23GA X 1IN,REG BEVEL,SAFETY-GLIDE,STER,REG WALL",,,EMPLY,P01R06B02,IE783 22141,Notes,Short Blu Bar; Short Blue Bar,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 22351,"SYRINGE,W/NEEDLE,CAPACITY 1ML,28GA X 1/2IN,SAFETY; TB,PLSTC",,,EMPLY,P01R01B05,IE783 22351,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 23695,"SCISSORS,FLOOR GRADE,DRSNG,L 5 1/2IN,STR,RING HANDLE,S/B",,,EMPLY,P01R02B07,IE783 23695,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 24811,"COVER,THERMOMETER PROBE,SURETEMP,ORAL OR RECTAL,PLSTC,DISP",,,EMPLY,P01R03B08,IE783 24811,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 29494,"SOLUTION,IRRIGATION,0.9% NACL,250ML,PLSTC POUR BOTTLE",,,EMPLY,P01R08B02,IE783 29494,Notes,.9% Sodium Chloride (Saline) USP 250ml (bottle with Red label),USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 30262,"SOLUTION,POVIDONE IODINE,10%,3/4FL OZ,PCKT",,,EMPLY,P01R07B02,IE783 30262,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 30263,"SOLUTION,HYDROGEN PEROXIDE,3%,1 OZ,PCKT",,,EMPLY,P01R03B03,IE783 30263,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 32527,"GLOVE,EXAM,NITRILE,SM,LTX-FREE,POWDER-FREE,TEXTURED,NON-STER",,,EMPLY,P02R01B01,IE783 32527,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 32528,"GLOVE,EXAM,NITRILE,MED,LTX-FREE,POWDER-FREE,TEXTURED,BILAT",,,EMPLY,P02R01B02,IE783 32528,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 32529,"GLOVE,EXAM,NITRILE,LG,LTX-FREE,POWDER-FREE,TEXTURED,NON-STER",,,EMPLY,P02R02B01,IE783 32529,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 32530,"GLOVE,EXAM,NITRILE,XL,SYNTHETIC POWDER,TEXTURED,NON-STER",,,EMPLY,P02R02B02,IE783 32530,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 33558,"COLD PACK,INSTANT,4X6",,,EMPLY,,IE783 33558,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 37163,"BASIN,WASH,PLSTC,SZ 8QT,RECTANGLE,MAUVE,LTX-FREE,NON-STER",,,EMPLY,P02R06B01,IE783 37163,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 37166,"PACKS,HOT/COLD,MEDITEMP,UNIVERSAL,LARGE",,,EMPLY,P01R09B03,IE783 37166,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 41270,"WARMER,HAND,CHEMICAL",,,EMPLY,P01R05B04,IE783 41270,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 42145,"THERMOMETER,ORAL,30 SECOND,DIGITAL",,,EMPLY,P01R01B07,IE783 42145,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 42735,"MASK,EARLOOP,NON/SENSITIVE,LEVEL 3",,,EMPLY,P02R03B01,IE783 42735,Notes,Level 3 Procedure Mask with Ear Loops & No Shield,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 48862,"PACK,HOT,INSTANT,5X7",,,EMPLY,P01R05B03,IE783 48862,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 49831,SWAB UTM ULT MINITIP FLK FLXB PLS CAP,,,EMPLY,P01R08B03,IE783 49831,Notes,COVID UTM-RT 3ml Viral Swab,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE783 98006,"BATTERY,ALKALINE,SZ AAA,DURACELL PROCELL,1.5 V,MERCURY FREE",,,EMPLY,P01R01B02,IE783 98006,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 89,"COVER,SHOE,FITS SIZES 8 TO 13,POLYPRO,BOOT FULL COVERAGE",,,ENDO,P03R06B04,IE498 89,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 177,"TUB,SUC12,FT,MOLDED FM CON,STER,DIA 6MM",,,ENDO,P04R01B03,IE498 177,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 180,"STRAW,DRINKING,PLSTC,L 7 5/8IN,FLEX,INDIVIDUALLY WRAPPED,WHT",,,ENDO,P07R03B02,IE498 180,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 214,"TAPE,MEDICAL,PLSTC,1IN X 10YD,TRANSPORE,HYPOALLERGENIC,CLR",,,ENDO,P03R02B08,IE498 214,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 236,"BARREL,NEBULIZER,HANDHELD,SM VOL,8LPM,7FT TUBING",,,ENDO,P04R03B08,IE498 236,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 571,"BANDAGE,GAUZE,4.5IN X 4.1YD,STER,6-PLY,ROLLED,WHT,CONFORMING",,,ENDO,P03R02B06,IE498 571,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1571,"CAP/HOOD,SURGEON,CAP/HOOD,UNIV,POLYPRO,BLU,UNISEX,NON-STER",,,ENDO,,IE498 1571,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1583,"GEL/PASTE,TRANSMISSION,U/S,250ML,BOTTLE,VISCOUS,BLU",,,ENDO,P07R01B05,IE498 1583,Notes,Aquasonic Unltrasound Gel Ref # 03-08,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1606,"SPONGE,GAUZE,2 X 2IN,100% COTTON,NON-STER,8-PLY,GEN USE",,,ENDO,P03R01B03,IE498 1606,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1607,"SPONGE,GAUZE,4 X 4IN,NON-STER,8-PLY,BULK PACKAGING,ABSORB",,,ENDO,P03R01B02,IE498 1607,Notes,Logs,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1622,"UNDERPAD,BED,24 X 36IN,DISP,SPUN-BOND BACKING,ABSORB POLYMER",,,ENDO,P05R01B01,IE498 1622,Notes,Chucks; Chux,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1624,"NUT AND NIPPLE,OXYGEN,BARBED HOSE ADAPTER,GRN,DISP",,,ENDO,,IE498 1624,Notes,X-mas Tree; Christmas Tree; xmas,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1626,"CONNECTOR,OXYGEN TUBING,SUPPLY,DIA 5 TO 7MM,W/O PORT,DISP",,,ENDO,P04R03B07,IE498 1626,Notes,White Cross,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1627,"MASK,OXYGEN,NON-REBREATHER,ADULT,TUBING L 7FT,LTX-FREE,DISP",,,ENDO,P04R02B05,IE498 1627,Notes,Non-Rebreather Mask,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1952,"SYSTEM,SWAB COLLECTION,TUBE,LIQ STUARTS MED,2 SWAB,PLSTC",,,ENDO,P07R02B01,IE498 1952,Notes,Bacterial Swab (MRSA \ Etc); BBL CultureSwab,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1972,"TP,SUC,YANK,RGIDPLSTC,BULB,CLR,LTX FR",,,ENDO,,IE498 1972,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1994,"SYRINGE,W/O NEEDLE,CAPACITY 10ML,LL TIP,DISP,STER,PLSTC",,,ENDO,,IE498 1994,Notes,Ref 302995,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 1998,"CUP,DENTURE,PLSTC,W/LID AND LABEL,AQUA",,,ENDO,P03R02B02,IE498 1998,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 2242,"MASK,OXYGEN,ADULT,ELONGATED,TUBING L 7FT",,,ENDO,P04R08B01,IE498 2242,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 3429,BAG-PLASTIC-8X10IN-1.5ML,,,ENDO,P03R01B04,IE498 3429,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 3769,"BANDAGE,COHESIVE,2IN X 5YD,SELF-ADHERENT,NON-STER,LTX,TAN",,,ENDO,P03R04B03,IE498 3769,Notes,Coban,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 4001,"BITE BLOCK,ENDOSCOPE,STD,ADJ STRAP,20 X 27MM OPENING,ADULT",,,ENDO,P02R05B01,IE498 4001,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 5038,"SOLUTION,INTRAVENOUS,IN 0.9% NACL,500ML,STER",,,ENDO,P06R04B03,IE498 5038,Notes,.9% Sodium Chloride (Saline) USP 500ml (Med bag); Med SC,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 5042,"SOLUTION,INTRAVENOUS,LR,1000ML,FLEX BAG,STER",,,ENDO,P06R03B01,IE498 5042,Notes,Lactated Ringer 1000ml (large bag); Lg LR,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 5045,"SOLUTION,IRRIGATION,0.9% NACL,500ML,PLSTC POUR BOTTLE,STER",,,ENDO,P06R04B02,IE498 5045,Notes,.9% Sodium Chloride (Saline) USP 500ml (bottle with Red label),USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 5047,"SOLUTION,IRRIGATION,STER WATER,500ML,PLSTC POUR BOTTLE",,,ENDO,P06R04B01,IE498 5047,Notes,Sterile Water USP 500ml (small bottle with Blue label),USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 5960,"SPONGE,GAUZE,2 X 2IN,STER,8-PLY,PEEL BACK PACKAGING,PK OF 2",,,ENDO,P03R01B05,IE498 5960,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 6357,"TISSUE,FACIAL,2-PLY,8 X 8IN,100 SHT,POP-UP DISPENSER,WHT",,,ENDO,P07R05B01,IE498 6357,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 6555,"BAG,TRANSPORT,SPECIMEN,6 X 9IN,POLYETHYLENE,BIOHAZARD LOGO",,,ENDO,P07R03B03,IE498 6555,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 8772,"PAD,GROUNDING,9FT CORD,ADULT,ADH,SPLIT,DISP",,,ENDO,P01R04B01,IE498 8772,Notes,Grounding Pad; REM Polyhesive Adult; Ref E7507,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 8983,"CUFF,BP,25-35CM,FOR HEWLETT PACKARD MONITORS",,,ENDO,P07R07B02,IE498 8983,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9057,"BATTERY,ALKALINE,SZ AA,1.5 V,CYLINDRICAL",,,ENDO,P07R01B01,IE498 9057,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9295,"PAD,ALCOHOL,MED,30MM X 65MM,70% ISOPROPYL",,,ENDO,P04R05B05,IE498 9295,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9296,"BANDAGE,ADH,PLSTC,1 X 3IN,STER,LTX-FREE,NON-STICK PAD,STRIP",,,ENDO,P04R03B05,IE498 9296,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9301,"SPONGE,GAUZE,4 X 4IN,100% COTTON,STER,12-PLY,2 PER PACK,DISP",,,ENDO,P03R02B04,IE498 9301,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9305,"DRESSING,GEN USE,ABD PAD,8 X 10IN,STER,WET-PROOF BARRIER",,,ENDO,P03R02B05,IE498 9305,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9311,"BASIN,EMESIS,PLSTC,KIDNEY SHAPED,500ML,MAUVE,DISP",,,ENDO,P07R06B01,IE498 9311,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9313,"CUP,DISP,STYROFOAM,6OZ,WHT,NO LID",,,ENDO,P07R04B01,IE498 9313,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9415,"URINAL,MALE,PLSTC,1000ML,W/LID,W/HANDLE,CLR,GRADUATED,DISP",,,ENDO,P07R06B03,IE498 9415,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9427,"SYRINGE,W/O NEEDLE,CAPACITY 3ML,LL TIP,DISP,STER,LTX-FREE",,,ENDO,P04R05B01,IE498 9427,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9435,"SYRINGE,W/O NEEDLE,CAPACITY 60ML,LL TIP,DISP,STER,PLSTC",,,ENDO,P01R04B02,IE498 9435,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9436,"SYRINGE,CATH TIP,PISTON,CAPACITY 50ML,POLYPRO,DISP,LTX-FREE",,,ENDO,P03R04B01,IE498 9436,Notes,50ml; Ref 309620,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9626,"CONTAINER,SPUTUM,TRAP,GRADUATED,40ML,SCREW CAP,STER,DISP",,,ENDO,P02R07B02,IE498 9626,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9719,"TUBING,OXYGEN CONNECTING,L 7FT,LTX-FREE,CRUSH RESISTANT,CLR",,,ENDO,P04R02B04,IE498 9719,Notes,Ref 001350,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 9721,"SYSTEM,PHARMACY FLUID DISPENSING,TRANSFER SET,L 41IN,STER",,,ENDO,,IE498 9721,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 10310,"BATTERY,ALKALINE,SZ C,GEN USE,1.5 V,CYLINDRICAL",,,ENDO,P07R01B03,IE498 10310,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 10377,"BATTERY,ALKALINE,SZ D,DURACELL,1.5 V,CYLINDRICAL",,,ENDO,P07R01B04,IE498 10377,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 10934,"SYRINGE,W/O NEEDLE,CAPACITY 5ML,LL TIP,DISP,STER,BOLD SCALE",,,ENDO,,IE498 10934,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 10936,"SYRINGE,W/O NEEDLE,CAPACITY 20ML,LL TIP,DISP,STER,PLSTC",,,ENDO,,IE498 10936,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 13310,"KIT,IV START,BIOCLUSIVE 2 X 3IN DRSNG,CHLORAPREP APPLICATOR",,,ENDO,P04R06B02,IE498 13310,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 13985,"SNARE,ENDO,POLYPECTOMY,XSM OVAL,11MM LOOP,L 240CM,CAPTIFLEX",,,ENDO,P01R03B02,IE498 13985,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 14528,"TUBE,NG,SALEM SUMP,18FR,L 48IN,PVC,5-IN-1 CONN / CAPPING SYS",,,ENDO,P03R01B01,IE498 14528,Notes,Ref 8888266148,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 16927,"LANCET,SAFETY,1.8MM,21GA",,,ENDO,P04R01B02,IE498 16927,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
IE498 18612,"LIGATOR,ESOPHAGEAL VARICES,SHOOTER,MULTI-BAND,DISP",,,ENDO,P01R01B01,IE498 18612,Notes,,USD,00.00,,1/1/2027,,,,,1/1/2026,3/6/2026
